,sample_id,X.query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
475,Lys2_ev_pop2_6,14_6_2811042-3146373_103,216595.PFLU_2544,0,2885,"COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1YP2A@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,Q,Non-ribosomal peptide synthetase,pvdI,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase"
476,Lys2_ev_pop3_4,15_4_2934003-2994541_26,95619.PM1_0230905,0,7354,"COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria",1236|Gammaproteobacteria,Q,COG1020 Non-ribosomal peptide synthetase modules and related proteins,pvdI,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,AMP-binding_C,Condensation,PP-binding,TauD,Thioesterase"
477,Lys2_ev_pop3_4,15_4_2934003-2994541_27,216595.PFLU_2544,0,2885,"COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,1RPAG@1236|Gammaproteobacteria,1YP2A@136843|Pseudomonas fluorescens group",1236|Gammaproteobacteria,Q,Non-ribosomal peptide synthetase,pvdI,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,AMP-binding_C,Condensation,PP-binding,Thioesterase"
478,Lys2_ev_pop1_3,13_3_2835111-3078848_61,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
479,Lys2_ev_pop1_4,13_4_2839227-3026093_58,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
480,Lys2_ev_pop2_1,14_1_2921860-3009983_17,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
481,Lys2_ev_pop2_3,14_3_2890191-3084703_33,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
482,Lys2_ev_pop2_6,14_6_2811042-3146373_85,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
483,Lys2_ev_pop3_4,15_4_2934003-2994541_9,287.DR97_6014,1.50E-156,439,"COG1335@1|root,COG1335@2|Bacteria,1MWFQ@1224|Proteobacteria,1RMHF@1236|Gammaproteobacteria,1YFAN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,Isochorismatase family,slsA,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
484,Lys2_ev_pop2_6,14_6_2811042-3146373_196,287.DR97_6128,1.78E-264,724,"COG2175@1|root,COG2175@2|Bacteria,1MWQ6@1224|Proteobacteria,1RP8I@1236|Gammaproteobacteria,1YECY@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,"Taurine catabolism dioxygenase TauD, TfdA family",syrP,-,-,-,-,-,-,-,-,-,-,-,TauD
485,Lys2_ev_pop2_6,14_6_2811042-3146373_190,287.DR97_6122,2.03E-218,602,"COG2175@1|root,COG2175@2|Bacteria,1MV5K@1224|Proteobacteria,1RZ34@1236|Gammaproteobacteria,1YKH4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,Q,"Taurine catabolism dioxygenase TauD, TfdA family",tauD,-,1.14.11.17,ko:K03119,"ko00430,ko00920,map00430,map00920",-,R05320,RC01331,"ko00000,ko00001,ko01000",-,-,-,TauD
486,Lys2_ev_pop1_3,13_3_2835111-3078848_127,287.DR97_6079,1.98E-279,763,"COG1485@1|root,COG1485@2|Bacteria,1MWH4@1224|Proteobacteria,1RMXV@1236|Gammaproteobacteria,1YDJN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,AFG1-like ATPase,-,-,-,ko:K06916,-,-,-,-,"ko00000,ko03036",-,-,-,AFG1_ATPase
487,Lys2_ev_pop1_3,13_3_2835111-3078848_24,287.DR97_5984,0,1152,"COG1574@1|root,COG1574@2|Bacteria,1MWP2@1224|Proteobacteria,1RNB7@1236|Gammaproteobacteria,1YDZT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Amidohydrolase family,-,-,-,-,-,-,-,-,-,-,-,-,Amidohydro_3
488,Lys2_ev_pop1_3,13_3_2835111-3078848_68,287.DR97_6021,2.70E-49,156,"COG3251@1|root,COG3251@2|Bacteria,1NH51@1224|Proteobacteria,1SZRC@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Antibiotic synthesis protein MbtH,-,-,-,ko:K05375,"ko00261,ko01130,map00261,map01130",M00736,R10880,"RC00064,RC00141,RC03296,RC03297,RC03298","ko00000,ko00001,ko00002",-,-,-,MbtH
489,Lys2_ev_pop1_3,13_3_2835111-3078848_117,287.DR97_6069,0,879,"COG3522@1|root,COG3522@2|Bacteria,1R7HQ@1224|Proteobacteria,1RQBX@1236|Gammaproteobacteria,1YEBQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE",-,-,-,ko:K11893,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VasE
490,Lys2_ev_pop1_3,13_3_2835111-3078848_104,287.DR97_6057,5.62E-92,268,"2ANY6@1|root,31DZ3@2|Bacteria,1RIZN@1224|Proteobacteria,1S77G@1236|Gammaproteobacteria,1YH6S@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4280),-,-,-,-,-,-,-,-,-,-,-,-,DUF4280
491,Lys2_ev_pop1_3,13_3_2835111-3078848_38,287.DR97_5998,6.07E-118,338,"2AS5J@1|root,31HIG@2|Bacteria,1QF98@1224|Proteobacteria,1TCEE@1236|Gammaproteobacteria,1YK8V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4946),-,-,-,-,-,-,-,-,-,-,-,-,DUF4946
492,Lys2_ev_pop1_3,13_3_2835111-3078848_41,287.DR97_6001,0,1316,"COG1289@1|root,COG1289@2|Bacteria,1PSMZ@1224|Proteobacteria,1TBMZ@1236|Gammaproteobacteria,1YI4X@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Fusaric acid resistance protein family,-,-,-,-,-,-,-,-,-,-,-,-,FUSC
493,Lys2_ev_pop1_3,13_3_2835111-3078848_112,287.DR97_6064,1.69E-91,268,"COG3518@1|root,COG3518@2|Bacteria,1PX78@1224|Proteobacteria,1TB0Z@1236|Gammaproteobacteria,1YGVB@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Gene 25-like lysozyme,-,-,-,ko:K11919,-,M00334,-,-,"ko00000,ko00002,ko02044",-,-,-,GPW_gp25
494,Lys2_ev_pop1_3,13_3_2835111-3078848_119,287.DR97_6071,0,2413,"COG3523@1|root,COG3523@2|Bacteria,1N5JI@1224|Proteobacteria,1SMX9@1236|Gammaproteobacteria,1YESK@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,ImcF-related N-terminal domain,-,-,-,ko:K11891,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,ImcF-related_N
495,Lys2_ev_pop1_3,13_3_2835111-3078848_120,287.DR97_6072,6.02E-233,644,"COG3515@1|root,COG3515@2|Bacteria,1MY80@1224|Proteobacteria,1RXIN@1236|Gammaproteobacteria,1YFQN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"ImpA, N-terminal, type VI secretion system",-,-,-,ko:K11902,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,ImpA_N
496,Lys2_ev_pop1_3,13_3_2835111-3078848_20,287.DR97_5980,4.48E-44,143,"2EJ2P@1|root,33CTW@2|Bacteria,1NNN0@1224|Proteobacteria,1SIHS@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Lipoprotein,-,-,-,-,-,-,-,-,-,-,-,-,DUF903
497,Lys2_ev_pop1_3,13_3_2835111-3078848_65,287.DR97_6018,6.60E-89,261,"COG4244@1|root,COG4244@2|Bacteria,1N06D@1224|Proteobacteria,1S79U@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Membrane,-,-,-,-,-,-,-,-,-,-,-,-,DUF2231
498,Lys2_ev_pop1_3,13_3_2835111-3078848_105,287.DR97_6058,1.58E-63,200,"COG2849@1|root,COG2849@2|Bacteria,1MYAR@1224|Proteobacteria,1SD0P@1236|Gammaproteobacteria,1YG5P@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,MORN repeat variant,-,-,-,-,-,-,-,-,-,-,-,-,MORN_2
499,Lys2_ev_pop1_3,13_3_2835111-3078848_60,287.DR97_6013,0,957,"2DFE8@1|root,2ZRJ0@2|Bacteria,1R7WV@1224|Proteobacteria",1224|Proteobacteria,S,outer membrane (Porin),-,-,-,-,-,-,-,-,-,-,-,-,OprD
500,Lys2_ev_pop1_3,13_3_2835111-3078848_9,287.DR97_5709,2.76E-294,801,"COG3182@1|root,COG3182@2|Bacteria,1MXGY@1224|Proteobacteria,1RYZN@1236|Gammaproteobacteria,1YD2H@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,PepSY-associated TM region,-,-,-,-,-,-,-,-,-,-,-,-,PepSY_TM
501,Lys2_ev_pop1_3,13_3_2835111-3078848_77,287.DR97_6030,1.04E-254,702,"COG3182@1|root,COG3182@2|Bacteria,1MW2S@1224|Proteobacteria,1RZFD@1236|Gammaproteobacteria,1YEZB@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,PepSY-associated TM region,-,-,-,-,-,-,-,-,-,-,-,-,"PepSY,PepSY_TM"
502,Lys2_ev_pop1_3,13_3_2835111-3078848_42,287.DR97_6002,1.62E-42,139,"2AS9J@1|root,31HNP@2|Bacteria,1QFDH@1224|Proteobacteria,1TCKX@1236|Gammaproteobacteria,1YKF8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Protein of unknown function (DUF1656),-,-,-,-,-,-,-,-,-,-,-,-,DUF1656
503,Lys2_ev_pop1_3,13_3_2835111-3078848_158,287.DR97_6114,4.16E-36,124,"COG3450@1|root,COG3450@2|Bacteria,1N2P0@1224|Proteobacteria,1TCFF@1236|Gammaproteobacteria,1YK9W@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Protein of unknown function (DUF861),-,-,-,ko:K06995,-,-,-,-,ko00000,-,-,-,Cupin_3
504,Lys2_ev_pop1_3,13_3_2835111-3078848_76,287.DR97_6029,1.06E-126,360,"2DKVK@1|root,30HAM@2|Bacteria,1RERE@1224|Proteobacteria,1S611@1236|Gammaproteobacteria,1YGBT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Thiamine pyrophosphate-binding protein,-,-,-,-,-,-,-,-,-,-,-,-,-
505,Lys2_ev_pop1_3,13_3_2835111-3078848_18,287.DR97_5978,1.98E-126,359,"COG3153@1|root,COG3153@2|Bacteria",2|Bacteria,S,"transferase activity, transferring acyl groups",-,-,-,ko:K03824,-,-,-,-,"ko00000,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10,Acetyltransf_9"
506,Lys2_ev_pop1_3,13_3_2835111-3078848_113,287.DR97_6065,3.49E-116,332,"COG3157@1|root,COG3157@2|Bacteria,1RF09@1224|Proteobacteria,1S438@1236|Gammaproteobacteria,1YFR8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion system effector, Hcp",-,-,-,ko:K11903,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,T6SS_HCP
507,Lys2_ev_pop1_3,13_3_2835111-3078848_118,287.DR97_6070,4.68E-182,506,"COG3455@1|root,COG3455@2|Bacteria,1N723@1224|Proteobacteria,1T0Q9@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Type VI secretion system protein DotU,-,-,-,ko:K11892,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,DotU
508,Lys2_ev_pop1_3,13_3_2835111-3078848_111,287.DR97_6063,0,1192,"COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,1RPK4@1236|Gammaproteobacteria,1YDPC@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion system, TssF",-,-,-,ko:K11896,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssF
509,Lys2_ev_pop1_3,13_3_2835111-3078848_115,287.DR97_6067,1.33E-121,347,"COG3516@1|root,COG3516@2|Bacteria,1RAZQ@1224|Proteobacteria,1RY42@1236|Gammaproteobacteria,1YFUI@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion system, VipA, VC_A0107 or Hcp2",-,-,-,ko:K11901,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VipA
510,Lys2_ev_pop1_3,13_3_2835111-3078848_110,287.DR97_6062,1.02E-235,649,"COG3520@1|root,COG3520@2|Bacteria,1MWVS@1224|Proteobacteria,1RQD5@1236|Gammaproteobacteria,1YEH8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion, TssG",-,-,-,ko:K11895,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssG
511,Lys2_ev_pop1_4,13_4_2839227-3026093_20,287.DR97_5984,0,1152,"COG1574@1|root,COG1574@2|Bacteria,1MWP2@1224|Proteobacteria,1RNB7@1236|Gammaproteobacteria,1YDZT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Amidohydrolase family,-,-,-,-,-,-,-,-,-,-,-,-,Amidohydro_3
512,Lys2_ev_pop1_4,13_4_2839227-3026093_65,287.DR97_6021,2.70E-49,156,"COG3251@1|root,COG3251@2|Bacteria,1NH51@1224|Proteobacteria,1SZRC@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Antibiotic synthesis protein MbtH,-,-,-,ko:K05375,"ko00261,ko01130,map00261,map01130",M00736,R10880,"RC00064,RC00141,RC03296,RC03297,RC03298","ko00000,ko00001,ko00002",-,-,-,MbtH
513,Lys2_ev_pop1_4,13_4_2839227-3026093_101,287.DR97_6057,5.62E-92,268,"2ANY6@1|root,31DZ3@2|Bacteria,1RIZN@1224|Proteobacteria,1S77G@1236|Gammaproteobacteria,1YH6S@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4280),-,-,-,-,-,-,-,-,-,-,-,-,DUF4280
514,Lys2_ev_pop1_4,13_4_2839227-3026093_34,287.DR97_5998,6.07E-118,338,"2AS5J@1|root,31HIG@2|Bacteria,1QF98@1224|Proteobacteria,1TCEE@1236|Gammaproteobacteria,1YK8V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4946),-,-,-,-,-,-,-,-,-,-,-,-,DUF4946
515,Lys2_ev_pop1_4,13_4_2839227-3026093_37,287.DR97_6001,0,1316,"COG1289@1|root,COG1289@2|Bacteria,1PSMZ@1224|Proteobacteria,1TBMZ@1236|Gammaproteobacteria,1YI4X@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Fusaric acid resistance protein family,-,-,-,-,-,-,-,-,-,-,-,-,FUSC
516,Lys2_ev_pop1_4,13_4_2839227-3026093_16,287.DR97_5980,4.48E-44,143,"2EJ2P@1|root,33CTW@2|Bacteria,1NNN0@1224|Proteobacteria,1SIHS@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Lipoprotein,-,-,-,-,-,-,-,-,-,-,-,-,DUF903
517,Lys2_ev_pop1_4,13_4_2839227-3026093_62,287.DR97_6018,6.60E-89,261,"COG4244@1|root,COG4244@2|Bacteria,1N06D@1224|Proteobacteria,1S79U@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Membrane,-,-,-,-,-,-,-,-,-,-,-,-,DUF2231
518,Lys2_ev_pop1_4,13_4_2839227-3026093_102,287.DR97_6058,1.58E-63,200,"COG2849@1|root,COG2849@2|Bacteria,1MYAR@1224|Proteobacteria,1SD0P@1236|Gammaproteobacteria,1YG5P@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,MORN repeat variant,-,-,-,-,-,-,-,-,-,-,-,-,MORN_2
519,Lys2_ev_pop1_4,13_4_2839227-3026093_57,287.DR97_6013,0,957,"2DFE8@1|root,2ZRJ0@2|Bacteria,1R7WV@1224|Proteobacteria",1224|Proteobacteria,S,outer membrane (Porin),-,-,-,-,-,-,-,-,-,-,-,-,OprD
520,Lys2_ev_pop1_4,13_4_2839227-3026093_5,287.DR97_5709,2.76E-294,801,"COG3182@1|root,COG3182@2|Bacteria,1MXGY@1224|Proteobacteria,1RYZN@1236|Gammaproteobacteria,1YD2H@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,PepSY-associated TM region,-,-,-,-,-,-,-,-,-,-,-,-,PepSY_TM
521,Lys2_ev_pop1_4,13_4_2839227-3026093_74,287.DR97_6030,1.04E-254,702,"COG3182@1|root,COG3182@2|Bacteria,1MW2S@1224|Proteobacteria,1RZFD@1236|Gammaproteobacteria,1YEZB@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,PepSY-associated TM region,-,-,-,-,-,-,-,-,-,-,-,-,"PepSY,PepSY_TM"
522,Lys2_ev_pop1_4,13_4_2839227-3026093_38,287.DR97_6002,1.62E-42,139,"2AS9J@1|root,31HNP@2|Bacteria,1QFDH@1224|Proteobacteria,1TCKX@1236|Gammaproteobacteria,1YKF8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Protein of unknown function (DUF1656),-,-,-,-,-,-,-,-,-,-,-,-,DUF1656
523,Lys2_ev_pop1_4,13_4_2839227-3026093_73,287.DR97_6029,1.06E-126,360,"2DKVK@1|root,30HAM@2|Bacteria,1RERE@1224|Proteobacteria,1S611@1236|Gammaproteobacteria,1YGBT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Thiamine pyrophosphate-binding protein,-,-,-,-,-,-,-,-,-,-,-,-,-
524,Lys2_ev_pop1_4,13_4_2839227-3026093_14,287.DR97_5978,1.98E-126,359,"COG3153@1|root,COG3153@2|Bacteria",2|Bacteria,S,"transferase activity, transferring acyl groups",-,-,-,ko:K03824,-,-,-,-,"ko00000,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10,Acetyltransf_9"
525,Lys2_ev_pop1_4,13_4_2839227-3026093_108,287.DR97_6063,0,1144,"COG3519@1|root,COG3519@2|Bacteria,1MUY4@1224|Proteobacteria,1RPK4@1236|Gammaproteobacteria,1YDPC@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion system, TssF",-,-,-,ko:K11896,-,M00334,-,-,"ko00000,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssF
526,Lys2_ev_pop1_4,13_4_2839227-3026093_107,287.DR97_6062,1.02E-235,649,"COG3520@1|root,COG3520@2|Bacteria,1MWVS@1224|Proteobacteria,1RQD5@1236|Gammaproteobacteria,1YEH8@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Type VI secretion, TssG",-,-,-,ko:K11895,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_TssG
527,Lys2_ev_pop2_1,14_1_2921860-3009983_24,287.DR97_6021,2.70E-49,156,"COG3251@1|root,COG3251@2|Bacteria,1NH51@1224|Proteobacteria,1SZRC@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Antibiotic synthesis protein MbtH,-,-,-,ko:K05375,"ko00261,ko01130,map00261,map01130",M00736,R10880,"RC00064,RC00141,RC03296,RC03297,RC03298","ko00000,ko00001,ko00002",-,-,-,MbtH
528,Lys2_ev_pop2_1,14_1_2921860-3009983_21,287.DR97_6018,6.60E-89,261,"COG4244@1|root,COG4244@2|Bacteria,1N06D@1224|Proteobacteria,1S79U@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Membrane,-,-,-,-,-,-,-,-,-,-,-,-,DUF2231
529,Lys2_ev_pop2_1,14_1_2921860-3009983_16,287.DR97_6013,0,957,"2DFE8@1|root,2ZRJ0@2|Bacteria,1R7WV@1224|Proteobacteria",1224|Proteobacteria,S,outer membrane (Porin),-,-,-,-,-,-,-,-,-,-,-,-,OprD
530,Lys2_ev_pop2_1,14_1_2921860-3009983_33,287.DR97_6030,1.04E-254,702,"COG3182@1|root,COG3182@2|Bacteria,1MW2S@1224|Proteobacteria,1RZFD@1236|Gammaproteobacteria,1YEZB@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,PepSY-associated TM region,-,-,-,-,-,-,-,-,-,-,-,-,"PepSY,PepSY_TM"
531,Lys2_ev_pop2_1,14_1_2921860-3009983_32,287.DR97_6029,1.06E-126,360,"2DKVK@1|root,30HAM@2|Bacteria,1RERE@1224|Proteobacteria,1S611@1236|Gammaproteobacteria,1YGBT@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Thiamine pyrophosphate-binding protein,-,-,-,-,-,-,-,-,-,-,-,-,-
532,Lys2_ev_pop2_3,14_3_2890191-3084703_99,287.DR97_6079,1.98E-279,763,"COG1485@1|root,COG1485@2|Bacteria,1MWH4@1224|Proteobacteria,1RMXV@1236|Gammaproteobacteria,1YDJN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,AFG1-like ATPase,-,-,-,ko:K06916,-,-,-,-,"ko00000,ko03036",-,-,-,AFG1_ATPase
533,Lys2_ev_pop2_3,14_3_2890191-3084703_40,287.DR97_6021,2.70E-49,156,"COG3251@1|root,COG3251@2|Bacteria,1NH51@1224|Proteobacteria,1SZRC@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Antibiotic synthesis protein MbtH,-,-,-,ko:K05375,"ko00261,ko01130,map00261,map01130",M00736,R10880,"RC00064,RC00141,RC03296,RC03297,RC03298","ko00000,ko00001,ko00002",-,-,-,MbtH
534,Lys2_ev_pop2_3,14_3_2890191-3084703_89,287.DR97_6069,0,879,"COG3522@1|root,COG3522@2|Bacteria,1R7HQ@1224|Proteobacteria,1RQBX@1236|Gammaproteobacteria,1YEBQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE",-,-,-,ko:K11893,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VasE
535,Lys2_ev_pop2_3,14_3_2890191-3084703_76,287.DR97_6057,5.62E-92,268,"2ANY6@1|root,31DZ3@2|Bacteria,1RIZN@1224|Proteobacteria,1S77G@1236|Gammaproteobacteria,1YH6S@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4280),-,-,-,-,-,-,-,-,-,-,-,-,DUF4280
536,Lys2_ev_pop2_3,14_3_2890191-3084703_10,287.DR97_5998,6.07E-118,338,"2AS5J@1|root,31HIG@2|Bacteria,1QF98@1224|Proteobacteria,1TCEE@1236|Gammaproteobacteria,1YK8V@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Domain of unknown function (DUF4946),-,-,-,-,-,-,-,-,-,-,-,-,DUF4946
537,Lys2_ev_pop2_3,14_3_2890191-3084703_13,287.DR97_6001,0,1316,"COG1289@1|root,COG1289@2|Bacteria,1PSMZ@1224|Proteobacteria,1TBMZ@1236|Gammaproteobacteria,1YI4X@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Fusaric acid resistance protein family,-,-,-,-,-,-,-,-,-,-,-,-,FUSC
538,Lys2_ev_pop2_3,14_3_2890191-3084703_84,287.DR97_6064,1.69E-91,268,"COG3518@1|root,COG3518@2|Bacteria,1PX78@1224|Proteobacteria,1TB0Z@1236|Gammaproteobacteria,1YGVB@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Gene 25-like lysozyme,-,-,-,ko:K11919,-,M00334,-,-,"ko00000,ko00002,ko02044",-,-,-,GPW_gp25
539,Lys2_ev_pop2_3,14_3_2890191-3084703_91,287.DR97_6071,0,2413,"COG3523@1|root,COG3523@2|Bacteria,1N5JI@1224|Proteobacteria,1SMX9@1236|Gammaproteobacteria,1YESK@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,ImcF-related N-terminal domain,-,-,-,ko:K11891,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,ImcF-related_N
540,Lys2_ev_pop2_3,14_3_2890191-3084703_92,287.DR97_6072,6.02E-233,644,"COG3515@1|root,COG3515@2|Bacteria,1MY80@1224|Proteobacteria,1RXIN@1236|Gammaproteobacteria,1YFQN@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,"ImpA, N-terminal, type VI secretion system",-,-,-,ko:K11902,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,ImpA_N
541,Lys2_ev_pop2_3,14_3_2890191-3084703_37,287.DR97_6018,6.60E-89,261,"COG4244@1|root,COG4244@2|Bacteria,1N06D@1224|Proteobacteria,1S79U@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Membrane,-,-,-,-,-,-,-,-,-,-,-,-,DUF2231
542,Lys2_ev_pop2_3,14_3_2890191-3084703_77,287.DR97_6058,1.58E-63,200,"COG2849@1|root,COG2849@2|Bacteria,1MYAR@1224|Proteobacteria,1SD0P@1236|Gammaproteobacteria,1YG5P@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,MORN repeat variant,-,-,-,-,-,-,-,-,-,-,-,-,MORN_2
543,Lys2_ev_pop2_3,14_3_2890191-3084703_32,287.DR97_6013,0,957,"2DFE8@1|root,2ZRJ0@2|Bacteria,1R7WV@1224|Proteobacteria",1224|Proteobacteria,S,outer membrane (Porin),-,-,-,-,-,-,-,-,-,-,-,-,OprD
